State,County,disfood
Ohio,Pike,4
Ohio,Portage,5
Ohio,Preble,3
Ohio,Putnam,0
Ohio,Richland,5
Ohio,Ross,3
Ohio,Sandusky,3
Ohio,Scioto,4
Ohio,Seneca,5
Ohio,Shelby,3
Ohio,Stark,3
Ohio,Summit,5
Ohio,Trumbull,3
Ohio,Tuscarawas,0
Ohio,Union,3
Ohio,Van Wert,3
Ohio,Vinton,5
Ohio,Warren,0
Ohio,Washington,3
Ohio,Wayne,0
Ohio,Williams,3
Ohio,Wood,3
Ohio,Wyandot,3
Oklahoma,Adair,4
Oklahoma,Alfalfa,3
Oklahoma,Atoka,4
Oklahoma,Beaver,0
Oklahoma,Beckham,3
Oklahoma,Blaine,3
Oklahoma,Bryan,4
Oklahoma,Caddo,3
Oklahoma,Canadian,3
Oklahoma,Carter,4
Oklahoma,Cherokee,4
Oklahoma,Choctaw,1
Oklahoma,Cimarron,3
Oklahoma,Cleveland,5
Oklahoma,Coal,4
Oklahoma,Comanche,4
Oklahoma,Cotton,3
Oklahoma,Craig,4
Oklahoma,Creek,4
Oklahoma,Custer,5
Oklahoma,Delaware,4
Oklahoma,Dewey,3
Oklahoma,Ellis,3
Oklahoma,Garfield,3
Oklahoma,Garvin,3
Oklahoma,Grady,3
Oklahoma,Grant,3
Oklahoma,Greer,3
Oklahoma,Harmon,3
Oklahoma,Harper,3
Oklahoma,Haskell,4
Oklahoma,Hughes,4
Oklahoma,Jackson,3
Oklahoma,Jefferson,4
Oklahoma,Johnston,4
Oklahoma,Kay,4
Oklahoma,Kingfisher,3
Oklahoma,Kiowa,4
Oklahoma,Latimer,4
Oklahoma,Le Flore,4
Oklahoma,Lincoln,3
Oklahoma,Logan,3
Oklahoma,Love,3
Oklahoma,Major,3
Oklahoma,Marshall,4
Oklahoma,Mayes,4
Oklahoma,McClain,3
Oklahoma,McCurtain,3
Oklahoma,McIntosh,4
Oklahoma,Murray,3
Oklahoma,Muskogee,4
Oklahoma,Noble,3
Oklahoma,Nowata,4
Oklahoma,Okfuskee,4
Oklahoma,Oklahoma,5
Oklahoma,Okmulgee,4
Oklahoma,Osage,4
Oklahoma,Ottawa,4
Oklahoma,Pawnee,4
Oklahoma,Payne,5
Oklahoma,Pittsburg,4
Oklahoma,Pontotoc,4
Oklahoma,Pottawatomie,4
Oklahoma,Pushmataha,4
Oklahoma,Roger Mills,3
Oklahoma,Rogers,3
Oklahoma,Seminole,4
Oklahoma,Sequoyah,4
Oklahoma,Stephens,5
Oklahoma,Texas,0
Oklahoma,Tillman,3
Oklahoma,Tulsa,5
Oklahoma,Wagoner,3
Oklahoma,Washington,3
Oklahoma,Washita,3
Oklahoma,Woods,3
Oklahoma,Woodward,3
Oregon,Baker,5
Oregon,Benton,2
Oregon,Clackamas,2
Oregon,Clatsop,5
Oregon,Columbia,5
Oregon,Coos,5
Oregon,Crook,5
Oregon,Curry,5
Oregon,Deschutes,2
Oregon,Douglas,4
Oregon,Gilliam,5
Oregon,Grant,5
Oregon,Harney,5
Oregon,Hood River,2
Oregon,Jackson,2
Oregon,Jefferson,0
Oregon,Josephine,5
Oregon,Klamath,5
Oregon,Lake,5
Oregon,Lane,5
Oregon,Lincoln,5
Oregon,Linn,5
Oregon,Malheur,0
Oregon,Marion,0
Oregon,Morrow,0
Oregon,Multnomah,2
Oregon,Polk,0
Oregon,Sherman,5
Oregon,Tillamook,5
Oregon,Umatilla,3
Oregon,Union,5
Oregon,Wallowa,5
Oregon,Wasco,3
Oregon,Washington,2
Oregon,Wheeler,5
Oregon,Yamhill,0
Pennsylvania,Adams,0
Pennsylvania,Allegheny,5
Pennsylvania,Armstrong,3
Pennsylvania,Beaver,3
Pennsylvania,Bedford,3
Pennsylvania,Berks,0
Pennsylvania,Blair,3
Pennsylvania,Bradford,3
Pennsylvania,Bucks,0
Pennsylvania,Butler,0
Pennsylvania,Cambria,3
Pennsylvania,Cameron,3
Pennsylvania,Carbon,3
Pennsylvania,Centre,2
Pennsylvania,Chester,2
Pennsylvania,Clarion,3
Pennsylvania,Clearfield,0
Pennsylvania,Clinton,0
Pennsylvania,Columbia,3
Pennsylvania,Crawford,3
Pennsylvania,Cumberland,0
Pennsylvania,Dauphin,3
Pennsylvania,Delaware,5
Pennsylvania,Elk,3
Pennsylvania,Erie,5
Pennsylvania,Fayette,4
Pennsylvania,Forest,3
Pennsylvania,Franklin,3
Pennsylvania,Fulton,3
Pennsylvania,Greene,0
Pennsylvania,Huntingdon,0
Pennsylvania,Indiana,5
Pennsylvania,Jefferson,3
Pennsylvania,Juniata,3
Pennsylvania,Lackawanna,5
Pennsylvania,Lancaster,0
Pennsylvania,Lawrence,5
Pennsylvania,Lebanon,3
Pennsylvania,Lehigh,0
Pennsylvania,Luzerne,3
Pennsylvania,Lycoming,3
Pennsylvania,McKean,3
Pennsylvania,Mercer,3
Pennsylvania,Mifflin,3
Pennsylvania,Monroe,0
Pennsylvania,Montgomery,2
Pennsylvania,Montour,3
Pennsylvania,Northampton,0
Pennsylvania,Northumberland,3
Pennsylvania,Perry,0
Pennsylvania,Philadelphia,4
Pennsylvania,Pike,3
Pennsylvania,Potter,3
Pennsylvania,Schuylkill,3
Pennsylvania,Snyder,3
Pennsylvania,Somerset,3
Pennsylvania,Sullivan,3
Pennsylvania,Susquehanna,3
Pennsylvania,Tioga,0
Pennsylvania,Union,0
Pennsylvania,Venango,3
Pennsylvania,Warren,3
Pennsylvania,Washington,0
Pennsylvania,Wayne,0
Pennsylvania,Westmoreland,0
Pennsylvania,Wyoming,0
Pennsylvania,York,0
Rhode Island,Bristol,2
Rhode Island,Kent,0
Rhode Island,Newport,2
Rhode Island,Providence,5
Rhode Island,Washington,2
South Carolina,Abbeville,4
South Carolina,Aiken,3
South Carolina,Allendale,1
South Carolina,Anderson,3
South Carolina,Bamberg,1
South Carolina,Barnwell,4
South Carolina,Beaufort,2
South Carolina,Berkeley,3
South Carolina,Calhoun,4
South Carolina,Charleston,5
South Carolina,Cherokee,3
South Carolina,Chester,4
South Carolina,Chesterfield,4
South Carolina,Clarendon,1
South Carolina,Colleton,4
South Carolina,Darlington,4
South Carolina,Dillon,1
South Carolina,Dorchester,5
South Carolina,Edgefield,4
South Carolina,Fairfield,1
South Carolina,Florence,4
South Carolina,Georgetown,4
South Carolina,Greenville,3
South Carolina,Greenwood,4
South Carolina,Hampton,1
South Carolina,Horry,5
South Carolina,Jasper,4
South Carolina,Kershaw,3
South Carolina,Lancaster,3
South Carolina,Laurens,4
South Carolina,Lee,1
South Carolina,Lexington,3
South Carolina,Marion,1
South Carolina,Marlboro,1
South Carolina,McCormick,1
South Carolina,Newberry,4
South Carolina,Oconee,3
South Carolina,Orangeburg,1
South Carolina,Pickens,0
South Carolina,Richland,5
South Carolina,Saluda,3
South Carolina,Spartanburg,3
South Carolina,Sumter,4
South Carolina,Union,4
South Carolina,Williamsburg,1
South Carolina,York,0
South Dakota,Aurora,0
South Dakota,Beadle,0
South Dakota,Bennett,4
South Dakota,Bon Homme,0
South Dakota,Brookings,2
South Dakota,Brown,0
South Dakota,Brule,0
South Dakota,Buffalo,1
South Dakota,Butte,0
South Dakota,Campbell,0
South Dakota,Charles Mix,3
South Dakota,Clark,0
South Dakota,Clay,5
South Dakota,Codington,0
South Dakota,Corson,1
South Dakota,Custer,0
South Dakota,Davison,0
South Dakota,Day,3
South Dakota,Deuel,0
South Dakota,Dewey,1
South Dakota,Douglas,0
South Dakota,Edmunds,0
South Dakota,Fall River,3
South Dakota,Faulk,0
South Dakota,Grant,3
South Dakota,Gregory,5
South Dakota,Haakon,0
South Dakota,Hamlin,0
South Dakota,Hand,0
South Dakota,Hanson,0
South Dakota,Harding,0
South Dakota,Hughes,0
South Dakota,Hutchinson,0
South Dakota,Hyde,0
South Dakota,Jackson,4
South Dakota,Jerauld,0
South Dakota,Jones,0
South Dakota,Kingsbury,0
South Dakota,Lake,0
South Dakota,Lawrence,2
South Dakota,Lincoln,0
South Dakota,Lyman,3
South Dakota,Marshall,0
South Dakota,McCook,5
South Dakota,McPherson,0
South Dakota,Meade,0
South Dakota,Mellette,1
South Dakota,Miner,0
South Dakota,Minnehaha,0
South Dakota,Moody,3
South Dakota,Pennington,5
South Dakota,Perkins,0
South Dakota,Potter,0
South Dakota,Roberts,3
South Dakota,Sanborn,3
South Dakota,Shannon,4
South Dakota,Spink,0
South Dakota,Stanley,0
South Dakota,Sully,0
South Dakota,Todd,1
South Dakota,Tripp,4
South Dakota,Turner,0
South Dakota,Union,0
South Dakota,Walworth,3
South Dakota,Yankton,0
South Dakota,Ziebach,1
Tennessee,Anderson,3
Tennessee,Bedford,3
Tennessee,Benton,4
Tennessee,Bledsoe,4
Tennessee,Blount,3
Tennessee,Bradley,3
Tennessee,Campbell,4
Tennessee,Cannon,3
Tennessee,Carroll,4
Tennessee,Carter,4
Tennessee,Cheatham,0
Tennessee,Chester,4
Tennessee,Claiborne,3
Tennessee,Clay,4
Tennessee,Cocke,4
Tennessee,Coffee,3
Tennessee,Crockett,4
Tennessee,Cumberland,3
Tennessee,Davidson,5
Tennessee,DeKalb,3
Tennessee,Decatur,3
Tennessee,Dickson,3
Tennessee,Dyer,4
Tennessee,Fayette,4
Tennessee,Fentress,4
Tennessee,Franklin,3
Tennessee,Gibson,4
Tennessee,Giles,3
Tennessee,Grainger,3
Tennessee,Greene,4
Tennessee,Grundy,4
Tennessee,Hamblen,3
Tennessee,Hamilton,3
Tennessee,Hancock,4
Tennessee,Hardeman,4
Tennessee,Hardin,4
Tennessee,Hawkins,3
Tennessee,Haywood,1
Tennessee,Henderson,4
Tennessee,Henry,4
Tennessee,Hickman,3
Tennessee,Houston,4
Tennessee,Humphreys,3
Tennessee,Jackson,3
Tennessee,Jefferson,3
Tennessee,Johnson,3
Tennessee,Knox,5
Tennessee,Lake,4
Tennessee,Lauderdale,4
Tennessee,Lawrence,3
Tennessee,Lewis,3
Tennessee,Lincoln,3
Tennessee,Loudon,3
Tennessee,Macon,3
Tennessee,Madison,4
Tennessee,Marion,3
Tennessee,Marshall,5
Tennessee,Maury,3
Tennessee,McMinn,3
Tennessee,McNairy,3
Tennessee,Meigs,4
Tennessee,Monroe,3
Tennessee,Montgomery,3
Tennessee,Moore,3
Tennessee,Morgan,3
Tennessee,Obion,4
Tennessee,Overton,3
Tennessee,Perry,3
Tennessee,Pickett,3
Tennessee,Polk,3
Tennessee,Putnam,3
Tennessee,Rhea,4
Tennessee,Roane,3
Tennessee,Robertson,3
Tennessee,Rutherford,0
Tennessee,Scott,5
Tennessee,Sequatchie,3
Tennessee,Sevier,3
Tennessee,Shelby,4
Tennessee,Smith,3
Tennessee,Stewart,3
Tennessee,Sullivan,4
Tennessee,Sumner,0
Tennessee,Tipton,3
Tennessee,Trousdale,3
Tennessee,Unicoi,3
Tennessee,Union,3
Tennessee,Van Buren,3
Tennessee,Warren,3
Tennessee,Washington,3
Tennessee,Wayne,3
Tennessee,Weakley,5
Tennessee,White,3
Tennessee,Williamson,0
Tennessee,Wilson,3
Texas,Anderson,4
Texas,Andrews,0
Texas,Angelina,4
Texas,Aransas,5
Texas,Archer,3
Texas,Armstrong,5
Texas,Atascosa,0
Texas,Austin,5
Texas,Bailey,0
Texas,Bandera,3
Texas,Bastrop,3
Texas,Baylor,5
Texas,Bee,5
Texas,Bell,5
Texas,Bexar,0
Texas,Blanco,3
Texas,Borden,5
Texas,Bosque,5
Texas,Bowie,4
Texas,Brazoria,5
Texas,Brazos,5
Texas,Brewster,0
Texas,Briscoe,5
Texas,Brooks,0
Texas,Brown,5
Texas,Burleson,4
Texas,Burnet,5
Texas,Caldwell,3
Texas,Calhoun,0
Texas,Callahan,5
Texas,Cameron,0
Texas,Camp,4
Texas,Carson,3
Texas,Cass,5
Texas,Castro,0
Texas,Chambers,5
Texas,Cherokee,4
Texas,Childress,5
Texas,Clay,5
Texas,Cochran,3
Texas,Coke,3
Texas,Coleman,5
Texas,Collin,2
Texas,Collingsworth,5
Texas,Colorado,5
Texas,Comal,0
Texas,Comanche,5
Texas,Concho,0
Texas,Cooke,5
Texas,Coryell,5
Texas,Cottle,4
Texas,Crane,0
Texas,Crockett,0
Texas,Crosby,5
Texas,Culberson,0
Texas,Dallam,0
Texas,Dallas,5
Texas,Dawson,0
Texas,DeWitt,0
Texas,Deaf Smith,5
Texas,Delta,5
Texas,Denton,5
Texas,Dickens,5
Texas,Dimmit,0
Texas,Donley,4
Texas,Duval,0
Texas,Eastland,4
Texas,Ector,0
Texas,Edwards,0
Texas,El Paso,2
Texas,Ellis,0
Texas,Erath,5
Texas,Falls,4
Texas,Fannin,4
Texas,Fayette,5
Texas,Fisher,3
Texas,Floyd,3
Texas,Foard,5
Texas,Fort Bend,2
Texas,Franklin,5
Texas,Freestone,4
Texas,Frio,0
Texas,Gaines,0
Texas,Galveston,5
Texas,Garza,0
Texas,Gillespie,3
Texas,Glasscock,0
Texas,Goliad,3
Texas,Gonzales,3
Texas,Gray,3
Texas,Grayson,5
Texas,Gregg,4
Texas,Grimes,4
Texas,Guadalupe,0
Texas,Hale,5
Texas,Hall,5
Texas,Hamilton,5
Texas,Hansford,0
Texas,Hardeman,5
Texas,Hardin,4
Texas,Harris,5
Texas,Harrison,4
Texas,Hartley,3
Texas,Haskell,5
Texas,Hays,0
Texas,Hemphill,0
Texas,Henderson,5
Texas,Hidalgo,0
Texas,Hill,4
Texas,Hockley,0
Texas,Hood,5
Texas,Hopkins,4
Texas,Houston,4
Texas,Howard,3
Texas,Hudspeth,0
Texas,Hunt,4
Texas,Hutchinson,3
Texas,Irion,3
Texas,Jack,5
Texas,Jackson,3
Texas,Jasper,4
Texas,Jeff Davis,0
Texas,Jefferson,1
Texas,Jim Hogg,0
Texas,Jim Wells,0
Texas,Johnson,4
Texas,Jones,5
Texas,Karnes,0
Texas,Kaufman,4
Texas,Kendall,5
Texas,Kenedy,5
Texas,Kent,3
Texas,Kerr,5
Texas,Kimble,5
Texas,King,5
Texas,Kinney,0
Texas,Kleberg,0
Texas,Knox,5
Texas,La Salle,5
Texas,Lamar,5
Texas,Lamb,5
Texas,Lampasas,0
Texas,Lavaca,3
Texas,Lee,3
Texas,Leon,4
Texas,Liberty,5
Texas,Limestone,5
Texas,Lipscomb,0
Texas,Live Oak,3
Texas,Llano,5
Texas,Loving,5
Texas,Lubbock,5
Texas,Lynn,3
Texas,Madison,3
Texas,Marion,4
Texas,Martin,0
Texas,Mason,5
Texas,Matagorda,4
Texas,Maverick,0
Texas,McCulloch,3
Texas,McLennan,5
Texas,McMullen,0
Texas,Medina,0
Texas,Menard,3
Texas,Midland,0
Texas,Milam,4
Texas,Mills,3
Texas,Mitchell,5
Texas,Montague,5
Texas,Montgomery,5
Texas,Moore,0
Texas,Morris,4
Texas,Motley,5
Texas,Nacogdoches,5
Texas,Navarro,4
Texas,Newton,4
Texas,Nolan,5
Texas,Nueces,0
Texas,Ochiltree,0
Texas,Oldham,5
Texas,Orange,4
Texas,Palo Pinto,5
Texas,Panola,4
Texas,Parker,3
Texas,Parmer,0
Texas,Pecos,0
Texas,Polk,4
Texas,Potter,3
Texas,Presidio,0
Texas,Rains,5
Texas,Randall,5
Texas,Reagan,0
Texas,Real,3
Texas,Red River,4
Texas,Reeves,0
Texas,Refugio,3
Texas,Roberts,5
Texas,Robertson,4
Texas,Rockwall,5
Texas,Runnels,3
Texas,Rusk,4
Texas,Sabine,4
Texas,San Augustine,4
Texas,San Jacinto,4
Texas,San Patricio,0
Texas,San Saba,5
Texas,Schleicher,0
Texas,Scurry,0
Texas,Shackelford,5
Texas,Shelby,4
Texas,Sherman,0
Texas,Smith,5
Texas,Somervell,5
Texas,Starr,0
Texas,Stephens,5
Texas,Sterling,0
Texas,Stonewall,5
Texas,Sutton,0
Texas,Swisher,5
Texas,Tarrant,5
Texas,Taylor,5
Texas,Terrell,0
Texas,Terry,3
Texas,Throckmorton,5
Texas,Titus,5
Texas,Tom Green,5
Texas,Travis,2
Texas,Trinity,4
Texas,Tyler,5
Texas,Upshur,4
Texas,Upton,0
Texas,Uvalde,0
Texas,Val Verde,0
Texas,Van Zandt,4
Texas,Victoria,3
Texas,Walker,5
Texas,Waller,5
Texas,Ward,0
Texas,Washington,5
Texas,Webb,0
Texas,Wharton,5
Texas,Wheeler,5
Texas,Wichita,4
Texas,Wilbarger,5
Texas,Willacy,0
Texas,Williamson,2
Texas,Wilson,0
Texas,Winkler,0
Texas,Wise,5
Texas,Wood,5
Texas,Yoakum,0
Texas,Young,5
Texas,Zapata,0
Texas,Zavala,0
Utah,Beaver,0
Utah,Box Elder,0
Utah,Cache,2
Utah,Carbon,5
Utah,Daggett,0
Utah,Davis,2
Utah,Duchesne,5
Utah,Emery,5
Utah,Garfield,5
Utah,Grand,2
Utah,Iron,2
Utah,Juab,0
Utah,Kane,2
Utah,Millard,0
Utah,Morgan,2
Utah,Piute,5
Utah,Rich,5
Utah,Salt Lake,2
Utah,San Juan,5
Utah,Sanpete,2
Utah,Sevier,5
Utah,Summit,2
Utah,Tooele,0
Utah,Uintah,5
Utah,Utah,2
Utah,Wasatch,2
Utah,Washington,2
Utah,Wayne,5
Utah,Weber,0
Vermont,Addison,2
Vermont,Bennington,2
Vermont,Caledonia,0
Vermont,Chittenden,2
Vermont,Essex,5
Vermont,Franklin,0
Vermont,Grand Isle,0
Vermont,Lamoille,2
Vermont,Orange,0
Vermont,Orleans,0
Vermont,Rutland,0
Vermont,Washington,2
Vermont,Windham,2
Vermont,Windsor,2
Virginia,Accomack,4
Virginia,Albemarle,0
Virginia,Alexandria,2
Virginia,Alleghany,0
Virginia,Amelia,3
Virginia,Amherst,3
Virginia,Appomattox,3
Virginia,Arlington,2
Virginia,Augusta,0
Virginia,Bath,0
Virginia,Bedford,0
Virginia,Bedford City,3
Virginia,Bland,0
Virginia,Botetourt,0
Virginia,Bristol,3
Virginia,Brunswick,4
Virginia,Buchanan,5
Virginia,Buckingham,3
Virginia,Buena Vista,5
Virginia,Campbell,0
Virginia,Caroline,3
Virginia,Carroll,3
Virginia,Charles City,4
Virginia,Charlotte,4
Virginia,Charlottesville,5
Virginia,Chesapeake,0
Virginia,Chesterfield,0
Virginia,Clarke,0
Virginia,Colonial Heights,0
Virginia,Covington,5
Virginia,Craig,0
Virginia,Culpeper,0
Virginia,Cumberland,4
Virginia,Danville,4
Virginia,Dickenson,3
Virginia,Dinwiddie,3
Virginia,Emporia,1
Virginia,Essex,3
Virginia,Fairfax,2
Virginia,Fairfax City,0
Virginia,Falls Church,0
Virginia,Fauquier,0
Virginia,Floyd,0
Virginia,Fluvanna,0
Virginia,Franklin,3
Virginia,Franklin City,4
Virginia,Frederick,0
Virginia,Fredericksburg,5
Virginia,Galax,3
Virginia,Giles,3
Virginia,Gloucester,3
Virginia,Goochland,0
Virginia,Grayson,3
Virginia,Greene,0
Virginia,Greensville,4
Virginia,Halifax,4
Virginia,Hampton,4
Virginia,Hanover,0
Virginia,Harrisonburg,5
Virginia,Henrico,0
Virginia,Henry,3
Virginia,Highland,0
Virginia,Hopewell,4
Virginia,Isle of Wight,3
Virginia,James City,0
Virginia,King George,0
Virginia,King William,0
Virginia,King and Queen,3
Virginia,Lancaster,3
Virginia,Lee,3
Virginia,Lexington,5
Virginia,Loudoun,2
Virginia,Louisa,3
Virginia,Lunenburg,4
Virginia,Lynchburg,4
Virginia,Madison,3
Virginia,Manassas,0
Virginia,Manassas Park,0
Virginia,Martinsville,4
Virginia,Mathews,3
Virginia,Mecklenburg,4
Virginia,Middlesex,3
Virginia,Montgomery,2
Virginia,Nelson,0
Virginia,New Kent,0
Virginia,Newport News,4
Virginia,Norfolk,4
Virginia,Northampton,4
Virginia,Northumberland,3
Virginia,Norton,5
Virginia,Nottoway,4
Virginia,Orange,3
Virginia,Page,3
Virginia,Patrick,3
Virginia,Petersburg,1
Virginia,Pittsylvania,3
Virginia,Poquoson,0
Virginia,Portsmouth,1
Virginia,Powhatan,0
Virginia,Prince Edward,3
Virginia,Prince George,3
Virginia,Prince William,0
Virginia,Pulaski,0
Virginia,Radford,5
Virginia,Rappahannock,0
Virginia,Richmond,3
Virginia,Richmond City,5
Virginia,Roanoke,0
Virginia,Roanoke City,4
Virginia,Rockbridge,3
Virginia,Rockingham,0
Virginia,Russell,3
Virginia,Salem,0
Virginia,Scott,0
Virginia,Shenandoah,3
Virginia,Smyth,3
Virginia,Southampton,4
Virginia,Spotsylvania,0
Virginia,Stafford,0
Virginia,Staunton,3
Virginia,Suffolk,3
Virginia,Surry,4
Virginia,Sussex,4
Virginia,Tazewell,3
Virginia,Virginia Beach,0
Virginia,Warren,0
Virginia,Washington,3
Virginia,Waynesboro,3
Virginia,Westmoreland,3
Virginia,Williamsburg,5
Virginia,Winchester,0
Virginia,Wise,4
Virginia,Wythe,3
Virginia,York,0
Washington,Adams,0
Washington,Asotin,3
Washington,Benton,0
Washington,Chelan,0
Washington,Clallam,5
Washington,Clark,0
Washington,Columbia,3
Washington,Cowlitz,4
Washington,Douglas,0
Washington,Ferry,5
Washington,Franklin,0
Washington,Garfield,4
Washington,Grant,0
Washington,Grays Harbor,4
Washington,Island,5
Washington,Jefferson,5
Washington,King,2
Washington,Kitsap,0
Washington,Kittitas,2
Washington,Klickitat,5
Washington,Lewis,3
Washington,Lincoln,3
Washington,Mason,3
Washington,Okanogan,5
Washington,Pacific,4
Washington,Pend Oreille,5
Washington,Pierce,3
Washington,San Juan,2
Washington,Skagit,0
Washington,Skamania,0
Washington,Snohomish,0
Washington,Spokane,5
Washington,Stevens,5
Washington,Thurston,5
Washington,Wahkiakum,3
Washington,Walla Walla,0
Washington,Whatcom,2
Washington,Whitman,5
Washington,Yakima,0
West Virginia,Barbour,3
West Virginia,Berkeley,3
West Virginia,Boone,4
West Virginia,Braxton,4
West Virginia,Brooke,4
West Virginia,Cabell,4
West Virginia,Calhoun,4
West Virginia,Clay,4
West Virginia,Doddridge,3
West Virginia,Fayette,4
West Virginia,Gilmer,4
West Virginia,Grant,4
West Virginia,Greenbrier,3
West Virginia,Hampshire,3
West Virginia,Hancock,4
West Virginia,Hardy,3
West Virginia,Harrison,3
West Virginia,Jackson,3
West Virginia,Jefferson,3
West Virginia,Kanawha,3
West Virginia,Lewis,3
West Virginia,Lincoln,4
West Virginia,Logan,1
West Virginia,Marion,4
West Virginia,Marshall,3
West Virginia,Mason,3
West Virginia,McDowell,4
West Virginia,Mercer,4
West Virginia,Mineral,4
West Virginia,Mingo,4
West Virginia,Monongalia,5
West Virginia,Monroe,3
West Virginia,Morgan,3
West Virginia,Nicholas,3
West Virginia,Ohio,5
West Virginia,Pendleton,4
West Virginia,Pleasants,3
West Virginia,Pocahontas,3
West Virginia,Preston,3
West Virginia,Putnam,3
West Virginia,Raleigh,3
West Virginia,Randolph,3
West Virginia,Ritchie,3
West Virginia,Roane,4
West Virginia,Summers,4
West Virginia,Taylor,3
West Virginia,Tucker,3
West Virginia,Tyler,4
West Virginia,Upshur,3
West Virginia,Wayne,4
West Virginia,Webster,4
West Virginia,Wetzel,4
West Virginia,Wirt,4
West Virginia,Wood,4
West Virginia,Wyoming,4
Wisconsin,Adams,3
Wisconsin,Ashland,0
Wisconsin,Barron,0
Wisconsin,Bayfield,0
Wisconsin,Brown,0
Wisconsin,Buffalo,0
Wisconsin,Burnett,3
Wisconsin,Calumet,0
Wisconsin,Chippewa,0
Wisconsin,Clark,0
Wisconsin,Columbia,0
Wisconsin,Crawford,0
Wisconsin,Dane,2
Wisconsin,Dodge,0
Wisconsin,Door,0
Wisconsin,Douglas,0
Wisconsin,Dunn,0
Wisconsin,Eau Claire,0
Wisconsin,Florence,0
Wisconsin,Fond du Lac,0
Wisconsin,Forest,3
Wisconsin,Grant,0
Wisconsin,Green,0
Wisconsin,Green Lake,0
Wisconsin,Iowa,0
Wisconsin,Iron,3
Wisconsin,Jackson,0
Wisconsin,Jefferson,0
Wisconsin,Juneau,0
Wisconsin,Kenosha,0
Wisconsin,Kewaunee,0
Wisconsin,La Crosse,2
Wisconsin,Lafayette,0
Wisconsin,Langlade,0
Wisconsin,Lincoln,0
Wisconsin,Manitowoc,0
Wisconsin,Marathon,0
Wisconsin,Marinette,0
Wisconsin,Marquette,0
Wisconsin,Menominee,4
Wisconsin,Milwaukee,5
Wisconsin,Monroe,0
Wisconsin,Oconto,0
Wisconsin,Oneida,0
Wisconsin,Outagamie,0
Wisconsin,Ozaukee,0
Wisconsin,Pepin,0
Wisconsin,Pierce,0
Wisconsin,Polk,0
Wisconsin,Portage,0
Wisconsin,Price,0
Wisconsin,Racine,0
Wisconsin,Richland,3
Wisconsin,Rock,0
Wisconsin,Rusk,0
Wisconsin,Sauk,0
Wisconsin,Sawyer,0
Wisconsin,Shawano,3
Wisconsin,Sheboygan,0
Wisconsin,St. Croix,0
Wisconsin,Taylor,0
Wisconsin,Trempealeau,0
Wisconsin,Vernon,0
Wisconsin,Vilas,0
Wisconsin,Walworth,2
Wisconsin,Washburn,0
Wisconsin,Washington,0
Wisconsin,Waukesha,2
Wisconsin,Waupaca,0
Wisconsin,Waushara,0
Wisconsin,Winnebago,0
Wisconsin,Wood,0
Wyoming,Albany,2
Wyoming,Big Horn,0
Wyoming,Campbell,0
Wyoming,Carbon,0
Wyoming,Converse,0
Wyoming,Crook,2
Wyoming,Fremont,5
Wyoming,Goshen,0
Wyoming,Hot Springs,5
Wyoming,Johnson,2
Wyoming,Laramie,2
Wyoming,Lincoln,2
Wyoming,Natrona,2
Wyoming,Niobrara,2
Wyoming,Park,2
Wyoming,Platte,5
Wyoming,Sheridan,2
Wyoming,Sublette,2
Wyoming,Sweetwater,0
Wyoming,Teton,2
Wyoming,Uinta,0
Wyoming,Washakie,2
Wyoming,Weston,0
